age,gender,past_purchases,campaign_variant,ad_source,email_signup,campaign_spend
52,Man,19,A,Google Search,TRUE,257.72
33,Man,39,C,Facebook,TRUE,117.39
40,Woman,53,B,TikTok,TRUE,222.7
55,Man,9,B,Facebook,TRUE,235.37
22,Man,52,A,Facebook,TRUE,36.65
64,Man,4,C,Facebook,TRUE,235.89
71,Woman,20,B,Facebook,TRUE,360.66
49,Man,46,C,TikTok,FALSE,242.44
46,Man,20,B,TikTok,FALSE,150.68
33,Man,48,A,Google Search,FALSE,72.76
47,Woman,48,B,TikTok,TRUE,266.3
32,Woman,45,A,Google Search,FALSE,109.12
44,Woman,54,C,Instagram,TRUE,313.74
30,Man,35,A,Instagram,FALSE,119.04
52,Non-Binary,50,C,Facebook,TRUE,300.32
50,Man,39,C,Google Search,FALSE,216.39
59,Man,14,B,Instagram,FALSE,215.93
70,Man,7,A,Instagram,TRUE,237.46
30,Woman,59,C,Google Search,TRUE,257.36
54,Woman,20,B,Facebook,FALSE,330.92
19,Man,34,A,Instagram,TRUE,98.16
33,Woman,69,C,Instagram,TRUE,247.94
54,Woman,52,A,Google Search,FALSE,265.31
29,Woman,50,C,Instagram,TRUE,249.13
45,Man,45,A,Facebook,TRUE,83.73
26,Woman,60,A,Instagram,TRUE,160.94
34,Woman,55,C,Google Search,TRUE,187.53
39,Man,35,C,Facebook,FALSE,223.84
31,Man,63,C,Google Search,TRUE,131.37
18,Man,26,A,Facebook,FALSE,10.21
44,Man,54,C,Facebook,FALSE,174.43
47,Woman,51,A,TikTok,FALSE,207.86
42,Woman,50,A,TikTok,TRUE,91.14
33,Woman,62,A,Facebook,TRUE,156.11
54,Man,11,A,Google Search,TRUE,241.03
56,Man,24,B,Facebook,FALSE,196.1
18,Man,43,A,Google Search,FALSE,62.11
57,Woman,39,A,Instagram,TRUE,314.02
18,Man,74,A,Facebook,TRUE,0
35,Man,10,B,Facebook,TRUE,59.23
23,Woman,78,B,Instagram,TRUE,164.82
31,Man,45,A,Facebook,TRUE,75.47
60,Woman,35,B,Google Search,TRUE,498.81
48,Woman,28,B,Google Search,FALSE,294.31
47,Man,18,A,TikTok,FALSE,23.54
18,Man,35,A,Instagram,TRUE,43.88
43,Non-Binary,84,B,Google Search,TRUE,357.65
49,Woman,64,C,TikTok,TRUE,247.41
53,Woman,34,C,Google Search,FALSE,313.03
25,Man,70,C,TikTok,FALSE,49.31
54,Non-Binary,14,C,Google Search,TRUE,403
19,Woman,79,B,Instagram,TRUE,207.3
66,Man,13,B,Facebook,TRUE,308.24
28,Man,74,B,Google Search,TRUE,202.66
51,Other,47,C,TikTok,FALSE,156.79
45,Woman,16,C,Instagram,TRUE,329.65
24,Woman,76,B,TikTok,FALSE,60.27
57,Woman,8,A,TikTok,TRUE,205.33
41,Woman,75,C,Facebook,TRUE,222.73
52,Woman,9,C,Instagram,TRUE,405.64
43,Man,16,A,Instagram,TRUE,216.85
53,Man,30,B,TikTok,TRUE,183.16
40,Woman,36,C,Instagram,TRUE,319.57
57,Non-Binary,40,A,Google Search,FALSE,317.26
35,Woman,32,C,Google Search,TRUE,283.06
48,Woman,18,C,TikTok,TRUE,197.33
46,Man,42,A,Instagram,TRUE,184.94
53,Man,21,B,TikTok,TRUE,136.32
31,Man,37,C,Instagram,FALSE,69.73
43,Man,47,A,Google Search,TRUE,207.5
31,Woman,37,C,Google Search,TRUE,239.99
54,Woman,31,B,Facebook,TRUE,309.09
30,Woman,36,B,Google Search,TRUE,261.7
66,Man,41,C,Instagram,TRUE,338.35
52,Woman,44,C,Instagram,TRUE,350.15
40,Man,37,B,Instagram,TRUE,261.41
58,Non-Binary,46,C,Instagram,FALSE,393.77
39,Man,56,B,TikTok,TRUE,182.39
48,Man,23,A,Facebook,TRUE,176.99
48,Woman,34,A,Facebook,TRUE,137.76
46,Woman,45,C,TikTok,FALSE,211.27
31,Woman,67,B,Instagram,TRUE,240.12
21,Woman,67,C,Google Search,TRUE,147.75
18,Man,52,C,Instagram,TRUE,14.56
33,Man,37,A,TikTok,TRUE,25.95
50,Woman,30,C,TikTok,TRUE,302.82
36,Man,30,A,Facebook,TRUE,132.28
22,Man,38,B,TikTok,FALSE,44.43
72,Woman,8,C,Google Search,FALSE,408.52
51,Man,26,A,Instagram,FALSE,97.7
69,Man,0,C,Instagram,TRUE,273.95
58,Man,29,C,Facebook,TRUE,186.78
31,Other,31,C,Instagram,FALSE,176.7
34,Man,38,B,Instagram,TRUE,201.58
18,Woman,65,B,Instagram,TRUE,126.91
51,Woman,82,B,Google Search,FALSE,279.66
64,Woman,32,C,Instagram,TRUE,476.68
26,Man,59,A,Google Search,FALSE,19.71
22,Man,69,A,Facebook,TRUE,6.15
53,Man,35,A,Google Search,FALSE,242.18
18,Man,44,B,Instagram,FALSE,46.15
69,Woman,14,B,Instagram,TRUE,478.83
49,Man,16,A,Google Search,FALSE,215.11
18,Woman,57,A,Google Search,TRUE,140.32
45,Other,45,A,Instagram,TRUE,193.7
42,Woman,16,A,Facebook,FALSE,191.28
18,Man,80,C,Facebook,TRUE,110.62
39,Man,40,A,Google Search,TRUE,167.1
31,Woman,46,C,Google Search,FALSE,213.42
27,Woman,42,A,TikTok,TRUE,113.73
44,Non-Binary,56,C,Google Search,TRUE,412.51
53,Man,2,C,TikTok,FALSE,179.55
66,Man,26,B,Google Search,TRUE,456.08
18,Man,41,A,Google Search,TRUE,16.57
51,Woman,47,B,TikTok,FALSE,184.88
26,Man,48,A,TikTok,TRUE,153.01
57,Man,23,B,Google Search,TRUE,305.09
45,Man,27,C,TikTok,TRUE,140.14
62,Woman,20,B,TikTok,FALSE,301.37
18,Man,58,B,Google Search,TRUE,96.33
47,Man,14,C,Google Search,TRUE,252.39
44,Other,34,B,TikTok,TRUE,276.66
56,Man,15,A,Google Search,TRUE,191.14
37,Woman,30,B,Facebook,FALSE,154.57
57,Woman,21,C,Facebook,FALSE,241.7
33,Man,29,C,Google Search,TRUE,214.53
34,Man,59,A,Instagram,FALSE,188.76
40,Man,21,C,Google Search,TRUE,221.61
24,Man,57,B,Instagram,FALSE,53.86
33,Man,65,A,Facebook,TRUE,46.77
57,Woman,5,B,Instagram,FALSE,405.14
65,Man,0,B,Facebook,TRUE,254.33
57,Woman,43,B,Facebook,TRUE,276.62
34,Woman,62,C,Facebook,FALSE,187.76
45,Man,69,A,Facebook,TRUE,57.83
41,Woman,34,C,Facebook,TRUE,244.23
21,Man,48,A,Google Search,TRUE,23.29
44,Man,13,A,Google Search,TRUE,260.76
28,Woman,59,A,Facebook,FALSE,125.57
24,Woman,56,B,Instagram,TRUE,187.31
51,Man,48,C,Facebook,TRUE,174.09
29,Woman,72,C,Google Search,TRUE,233.72
38,Woman,52,C,TikTok,TRUE,155.96
25,Man,60,A,Google Search,TRUE,90.95
41,Man,30,B,Instagram,TRUE,130.1
47,Man,44,B,Instagram,TRUE,241.68
48,Man,18,C,TikTok,FALSE,213.88
24,Woman,74,B,Instagram,FALSE,199.62
59,Woman,19,A,Instagram,TRUE,278.6
62,Woman,8,A,TikTok,TRUE,269.54
46,Man,35,C,Google Search,TRUE,299.62
42,Woman,47,A,TikTok,FALSE,173.51
41,Man,49,A,Facebook,TRUE,185.87
44,Woman,58,A,Facebook,TRUE,208.76
46,Woman,60,C,TikTok,TRUE,152.87
42,Non-Binary,50,B,Facebook,TRUE,335.57
50,Woman,53,B,Facebook,FALSE,259.32
35,Man,24,C,TikTok,TRUE,108.88
57,Woman,39,A,TikTok,FALSE,180.95
39,Woman,46,B,Google Search,TRUE,287.07
18,Woman,65,B,TikTok,TRUE,40.75
39,Man,28,A,Google Search,FALSE,15.29
47,Non-Binary,22,B,Facebook,TRUE,228.47
58,Man,32,C,TikTok,FALSE,217.82
41,Non-Binary,61,B,Facebook,FALSE,170.83
18,Man,54,C,TikTok,TRUE,74.84
40,Non-Binary,65,B,TikTok,TRUE,217.06
22,Woman,100,A,Google Search,TRUE,143.87
25,Man,82,A,Google Search,FALSE,82.89
25,Woman,62,B,Instagram,TRUE,158.02
28,Man,34,A,TikTok,TRUE,48.65
57,Woman,30,B,TikTok,TRUE,277.58
28,Man,27,B,Instagram,FALSE,63.97
33,Woman,56,A,TikTok,TRUE,61.96
43,Man,40,B,Google Search,TRUE,197.04
53,Other,13,A,TikTok,TRUE,193.94
30,Woman,57,A,Facebook,TRUE,164.79
28,Man,57,B,Instagram,FALSE,114.14
32,Woman,54,B,TikTok,TRUE,138.13
22,Non-Binary,59,A,Google Search,TRUE,139.68
54,Man,41,B,Facebook,TRUE,237.61
18,Woman,46,C,Facebook,FALSE,137.2
32,Man,46,C,TikTok,TRUE,74.45
18,Woman,67,A,Google Search,TRUE,50.3
18,Man,51,A,Instagram,FALSE,28.43
40,Man,3,C,TikTok,TRUE,122.75
63,Man,30,A,Facebook,FALSE,179.41
65,Woman,26,A,Instagram,TRUE,343.31
32,Man,47,A,Facebook,TRUE,33.35
30,Non-Binary,48,B,Google Search,TRUE,240.3
32,Man,11,C,Facebook,TRUE,81.79
51,Woman,47,C,Instagram,FALSE,286.92
18,Man,41,C,TikTok,FALSE,62.86
44,Non-Binary,21,C,Facebook,FALSE,195.67
34,Man,68,C,Google Search,TRUE,117.6
29,Woman,66,C,TikTok,TRUE,79.23
18,Woman,68,C,Google Search,TRUE,133.83
37,Man,55,C,Instagram,TRUE,106.25
18,Other,30,C,Google Search,FALSE,107.88
40,Woman,54,A,Facebook,TRUE,61.96
27,Man,45,C,Facebook,TRUE,135.29
41,Woman,45,B,Facebook,FALSE,180.54
47,Woman,48,A,TikTok,TRUE,153
32,Man,46,B,Instagram,FALSE,179.39
25,Woman,65,C,TikTok,FALSE,76.58
31,Woman,47,A,Instagram,TRUE,227.78
30,Woman,55,C,Instagram,TRUE,174.39
18,Woman,47,B,Google Search,FALSE,64.89
28,Woman,59,B,Facebook,TRUE,169.83
37,Woman,49,C,Google Search,TRUE,219.45
37,Woman,39,A,TikTok,FALSE,105.79
45,Man,25,C,Facebook,FALSE,51.47
59,Woman,33,B,Instagram,FALSE,394.59
45,Man,36,A,Google Search,FALSE,90.03
62,Man,22,A,Instagram,TRUE,169.24
30,Woman,52,A,Facebook,FALSE,53.42
60,Woman,39,B,Instagram,FALSE,448.22
49,Man,29,B,Google Search,FALSE,253.92
22,Woman,73,A,Google Search,TRUE,146.07
46,Non-Binary,26,A,Instagram,TRUE,259.87
21,Man,43,A,Instagram,TRUE,50.71
54,Man,63,C,TikTok,TRUE,243.62
32,Man,41,C,Google Search,FALSE,153.17
36,Man,48,B,TikTok,TRUE,47.08
30,Man,79,A,TikTok,FALSE,88.89
27,Woman,60,A,Facebook,TRUE,140.65
66,Woman,30,B,Instagram,FALSE,399.68
55,Woman,33,A,Instagram,TRUE,228.2
50,Woman,55,C,Instagram,TRUE,290.76
41,Man,9,A,Google Search,TRUE,166.71
51,Man,23,B,Instagram,FALSE,234.58
50,Woman,30,A,Google Search,TRUE,208.6
64,Woman,40,A,Google Search,TRUE,304.14
53,Man,19,B,Google Search,TRUE,228.7
37,Man,68,A,Instagram,FALSE,178.56
37,Man,26,B,Google Search,TRUE,192.64
33,Woman,55,B,TikTok,TRUE,139.98
35,Woman,53,A,Google Search,FALSE,171.66
36,Woman,37,B,Instagram,FALSE,237.4
58,Man,22,B,Facebook,FALSE,221.91
18,Man,69,B,Facebook,TRUE,17.89
29,Man,50,B,Instagram,TRUE,146.38
38,Man,48,A,Facebook,FALSE,140.73
21,Man,54,B,Instagram,TRUE,78.05
64,Man,13,A,Facebook,TRUE,165.48
36,Non-Binary,56,B,Google Search,TRUE,265.03
23,Man,32,A,TikTok,TRUE,53.18
27,Man,46,C,TikTok,TRUE,87.48
53,Non-Binary,32,B,Instagram,TRUE,405.32
68,Man,58,A,TikTok,FALSE,130.02
38,Woman,56,A,Google Search,TRUE,245.32
42,Man,56,B,TikTok,FALSE,134.46
26,Woman,48,B,TikTok,TRUE,147.48
60,Man,24,C,Instagram,TRUE,352.19
51,Man,34,A,Instagram,FALSE,134.33
18,Man,56,B,Instagram,TRUE,108.68
30,Woman,59,A,Instagram,TRUE,121.55
36,Man,59,A,Instagram,TRUE,88.11
23,Man,52,A,Google Search,FALSE,52.07
36,Non-Binary,28,B,Google Search,FALSE,277.9
23,Man,68,C,Facebook,TRUE,90.18
45,Non-Binary,41,A,Instagram,TRUE,329.7
45,Man,20,A,TikTok,TRUE,132.84
52,Woman,42,C,Google Search,FALSE,345.57
46,Woman,50,A,Facebook,TRUE,149.18
64,Woman,29,A,Facebook,FALSE,208.36
34,Woman,46,A,Google Search,TRUE,107.17
18,Woman,82,C,Facebook,TRUE,96.12
40,Man,60,B,Facebook,TRUE,186.7
50,Non-Binary,45,C,Google Search,FALSE,389.81
34,Woman,62,A,Instagram,FALSE,127.2
61,Woman,28,B,Instagram,FALSE,405.23
56,Woman,4,B,Instagram,TRUE,377.68
48,Non-Binary,30,B,Instagram,TRUE,409.84
41,Man,11,A,Google Search,TRUE,101.18
32,Woman,70,A,Facebook,TRUE,121.45
37,Woman,50,B,Google Search,TRUE,253.35
47,Woman,46,A,Facebook,TRUE,157.75
55,Non-Binary,19,A,Facebook,FALSE,229.47
36,Man,48,B,Google Search,TRUE,174.32
29,Woman,84,B,TikTok,TRUE,115.58
77,Woman,8,C,Google Search,FALSE,498.21
48,Woman,48,A,Facebook,TRUE,177.77
26,Man,35,A,TikTok,TRUE,83.21
54,Man,28,C,Google Search,FALSE,283.5
41,Woman,32,A,TikTok,FALSE,166.73
52,Man,22,B,Instagram,FALSE,258.77
41,Man,55,B,Instagram,TRUE,242.43
39,Woman,47,A,Facebook,FALSE,166.54
41,Man,35,C,TikTok,FALSE,72.21
46,Woman,9,B,Google Search,FALSE,303.37
31,Man,32,B,TikTok,FALSE,52.85
30,Woman,43,A,Facebook,FALSE,93.21
37,Woman,38,A,Google Search,TRUE,187.48
43,Man,44,A,Google Search,FALSE,126.28
35,Man,57,A,Facebook,FALSE,40.17
45,Man,8,A,Facebook,FALSE,47.15
23,Man,51,C,Facebook,TRUE,33.24
19,Woman,34,B,Instagram,FALSE,116.38
68,Woman,6,B,Instagram,FALSE,519.9
46,Man,42,A,Google Search,TRUE,205.32
34,Woman,51,A,TikTok,FALSE,148.55
36,Woman,32,A,Google Search,TRUE,120.31
52,Man,0,A,Google Search,FALSE,171.02
37,Man,47,C,TikTok,FALSE,127.49
43,Man,43,C,TikTok,FALSE,141.86
36,Man,68,A,Facebook,FALSE,57.38
32,Woman,73,A,TikTok,TRUE,56.24
49,Man,26,A,Google Search,TRUE,218.65
42,Woman,43,C,Instagram,FALSE,295.19
60,Woman,27,B,Google Search,TRUE,395.99
23,Non-Binary,60,C,Facebook,FALSE,112.51
38,Man,8,C,Instagram,FALSE,118.43
37,Man,45,A,Instagram,TRUE,177.57
24,Man,59,B,Facebook,TRUE,117.79
55,Man,14,C,TikTok,FALSE,144.67
38,Woman,40,A,Google Search,TRUE,241.76
19,Man,48,B,Facebook,TRUE,126.45
31,Woman,33,A,Facebook,FALSE,101.94
23,Woman,50,B,Instagram,TRUE,205.66
56,Man,12,B,Instagram,TRUE,293.21
78,Woman,3,B,TikTok,TRUE,421.61
30,Woman,63,C,Google Search,FALSE,152.12
39,Woman,57,A,Instagram,FALSE,155.35
44,Non-Binary,47,B,Instagram,TRUE,336.08
80,Other,5,A,TikTok,TRUE,224.67
18,Man,47,B,Facebook,TRUE,119.96
32,Man,74,C,Google Search,FALSE,126.51
22,Woman,59,A,Google Search,FALSE,130.14
37,Man,32,B,TikTok,TRUE,161.78
36,Woman,47,B,Google Search,TRUE,241.58
29,Man,35,B,Google Search,FALSE,126.25
68,Woman,26,A,Google Search,TRUE,342.9
44,Man,48,C,Facebook,FALSE,179.78
76,Non-Binary,20,C,Facebook,TRUE,413.69
52,Man,19,B,TikTok,FALSE,143.35
21,Woman,67,C,TikTok,TRUE,77.09
29,Man,33,B,TikTok,TRUE,165.45
44,Man,20,A,TikTok,TRUE,88.72
31,Woman,64,A,Instagram,FALSE,170.01
45,Man,45,A,Google Search,TRUE,148.34
51,Man,27,A,Instagram,TRUE,171.71
46,Woman,28,C,Google Search,FALSE,250.58
38,Woman,63,B,Instagram,FALSE,313.57
30,Woman,66,C,Facebook,TRUE,100.6
21,Man,74,A,Google Search,FALSE,117.07
45,Woman,46,A,Instagram,TRUE,217.22
54,Man,45,A,TikTok,TRUE,121.16
39,Non-Binary,29,B,Facebook,TRUE,228.77
51,Woman,52,B,Facebook,TRUE,294.72
73,Woman,1,B,Instagram,FALSE,477.67
69,Woman,14,B,Facebook,FALSE,360.61
33,Woman,60,A,Facebook,TRUE,155.1
48,Man,34,B,Facebook,FALSE,149.56
29,Woman,40,A,Facebook,FALSE,130.71
50,Woman,35,A,TikTok,TRUE,254.62
39,Woman,49,B,TikTok,FALSE,139.24
44,Man,24,C,Instagram,FALSE,213.96
27,Woman,60,B,Google Search,FALSE,135.93
58,Woman,20,A,TikTok,FALSE,177.57
39,Man,42,A,Google Search,FALSE,151
33,Man,52,C,Google Search,FALSE,115.81
39,Man,49,C,Google Search,TRUE,125.95
41,Woman,33,B,TikTok,FALSE,169.19
65,Woman,29,A,Google Search,FALSE,244.71
23,Woman,53,C,TikTok,TRUE,33.49
77,Woman,3,A,TikTok,TRUE,258.38
28,Woman,45,C,Instagram,TRUE,139.2
43,Woman,41,B,Google Search,FALSE,284.33
18,Woman,71,C,Facebook,TRUE,98.93
30,Man,24,A,Instagram,FALSE,121.37
51,Man,35,A,TikTok,TRUE,152.68
48,Man,6,A,TikTok,FALSE,75.24
46,Woman,45,A,Facebook,TRUE,235.93
33,Woman,49,A,TikTok,FALSE,129.69
18,Woman,48,C,Instagram,TRUE,96.23
24,Man,51,A,Google Search,FALSE,85.64
37,Woman,38,A,TikTok,TRUE,140.02
49,Non-Binary,53,C,Google Search,FALSE,376.59
53,Woman,17,B,Facebook,FALSE,308.96
35,Man,3,C,Instagram,TRUE,169.17
38,Man,34,C,Instagram,TRUE,172.44
38,Man,40,A,Facebook,TRUE,106.32
41,Man,42,A,Instagram,TRUE,125.82
63,Man,37,A,Facebook,FALSE,74.21
29,Man,83,C,Instagram,TRUE,138.9
37,Woman,78,C,Instagram,FALSE,184.91
41,Man,41,B,Instagram,TRUE,274.76
20,Man,46,C,TikTok,TRUE,122.61
26,Non-Binary,93,C,Instagram,FALSE,198.16
43,Man,43,B,Google Search,TRUE,230.16
46,Man,22,B,Google Search,FALSE,207.89
57,Man,35,B,Instagram,TRUE,299.59
33,Non-Binary,59,C,Google Search,FALSE,204.6
62,Woman,25,C,Facebook,TRUE,309.22
27,Woman,45,C,Google Search,TRUE,204.39
18,Non-Binary,52,B,TikTok,FALSE,148.08
18,Man,54,B,Google Search,FALSE,69.15
57,Woman,23,A,Facebook,TRUE,152.59
45,Man,11,A,Google Search,TRUE,158.02
38,Woman,27,A,Instagram,TRUE,175.68
36,Other,37,A,Instagram,TRUE,119.54
64,Woman,48,C,Facebook,TRUE,385.28
58,Man,7,C,Facebook,TRUE,237.86
25,Man,49,A,Facebook,FALSE,0
19,Man,38,C,TikTok,FALSE,100.69
56,Woman,5,A,TikTok,TRUE,149.3
48,Woman,28,C,Instagram,TRUE,299.51
32,Woman,45,A,TikTok,TRUE,165.37
46,Woman,41,B,TikTok,TRUE,229.99
18,Woman,68,A,Facebook,TRUE,30.1
30,Woman,64,B,TikTok,FALSE,57.51
47,Woman,34,B,Instagram,TRUE,343.34
39,Man,58,B,TikTok,TRUE,99.36
21,Woman,68,A,Facebook,TRUE,88.37
55,Woman,22,C,Facebook,TRUE,270.51
57,Woman,32,C,Google Search,TRUE,406.49
26,Non-Binary,60,A,Facebook,TRUE,100.17
37,Non-Binary,71,A,TikTok,FALSE,65.31
51,Man,17,C,Instagram,TRUE,255.86
53,Man,32,B,Google Search,FALSE,276.89
32,Woman,49,C,Instagram,TRUE,177.97
27,Non-Binary,67,C,TikTok,TRUE,126.75
45,Man,52,A,Google Search,TRUE,181
18,Woman,77,B,TikTok,FALSE,61.84
26,Man,71,A,Instagram,TRUE,21.62
52,Woman,18,B,Facebook,TRUE,356.24
18,Man,27,B,Facebook,FALSE,28.86
22,Woman,66,A,Facebook,TRUE,119.37
36,Man,40,A,TikTok,FALSE,150.23
35,Man,59,C,Facebook,TRUE,93.67
18,Man,35,C,Instagram,TRUE,93.96
48,Man,32,C,Instagram,TRUE,278.75
25,Man,53,A,Instagram,TRUE,137.61
38,Woman,42,A,Facebook,TRUE,123.09
37,Man,14,A,Facebook,FALSE,124.02
50,Man,21,A,Facebook,FALSE,80.83
39,Woman,54,A,Google Search,FALSE,106.77
38,Woman,63,C,Google Search,TRUE,253.16
65,Man,5,A,Facebook,TRUE,129.63
46,Woman,51,A,Facebook,TRUE,141.63
49,Woman,43,C,Instagram,FALSE,293.88
47,Man,44,A,Facebook,FALSE,114.78
49,Woman,38,A,Facebook,FALSE,231.41
60,Non-Binary,72,A,TikTok,TRUE,146.93
39,Man,38,B,Facebook,TRUE,141.26
44,Man,51,C,Facebook,TRUE,152.43
70,Woman,6,A,Google Search,TRUE,442.87
32,Man,51,B,Facebook,TRUE,125.16
59,Man,20,C,TikTok,TRUE,245.48
31,Woman,57,A,TikTok,TRUE,150.11
66,Man,14,C,TikTok,FALSE,249.12
30,Non-Binary,48,C,TikTok,TRUE,208.56
28,Man,46,C,Instagram,TRUE,93.74
56,Man,11,A,TikTok,TRUE,103.36
54,Woman,24,B,Facebook,FALSE,273.33
48,Man,33,A,Google Search,TRUE,125.17
44,Man,36,C,Instagram,FALSE,195.58
44,Man,11,B,TikTok,TRUE,162.8
71,Man,0,A,Facebook,TRUE,257.12
19,Woman,42,B,Google Search,TRUE,74.98
25,Man,63,B,TikTok,TRUE,149.58
21,Woman,41,A,Instagram,FALSE,100.56
54,Woman,45,C,Google Search,TRUE,437.13
36,Woman,53,C,Facebook,TRUE,244.95
38,Man,61,C,Google Search,TRUE,225.01
67,Woman,22,A,Instagram,FALSE,308.26
31,Man,19,A,TikTok,TRUE,81.82
70,Man,24,B,Facebook,FALSE,240.73
19,Non-Binary,95,A,TikTok,TRUE,62.04
60,Woman,29,C,Facebook,TRUE,353.33
45,Man,39,A,Facebook,TRUE,131.07
34,Woman,41,B,Facebook,TRUE,188.79
37,Woman,22,C,Instagram,FALSE,185.52
60,Man,0,C,TikTok,TRUE,209.09
66,Man,32,A,TikTok,TRUE,91.76
18,Woman,86,A,Facebook,FALSE,8.84
80,Other,3,C,Instagram,TRUE,454.3
79,Non-Binary,11,C,Instagram,TRUE,561.87
32,Woman,47,B,Instagram,TRUE,181.74
39,Man,44,A,TikTok,TRUE,161.55
30,Other,78,B,Google Search,TRUE,246.22
39,Woman,73,C,TikTok,TRUE,141.25
51,Man,54,C,Instagram,TRUE,261.46
42,Woman,43,C,TikTok,TRUE,270.55
43,Man,57,B,Facebook,TRUE,179.69
62,Man,8,A,Facebook,FALSE,176.46
18,Man,42,C,Facebook,FALSE,92.58
33,Woman,43,A,TikTok,FALSE,161.42
42,Man,35,A,Facebook,TRUE,108.43
28,Woman,78,C,Facebook,TRUE,175.55
56,Woman,25,A,Google Search,TRUE,276.46
33,Man,55,C,Google Search,TRUE,199.34
34,Man,53,B,Google Search,TRUE,151.05
58,Woman,19,C,TikTok,TRUE,250.68
53,Man,1,B,Facebook,TRUE,284.63
38,Woman,52,B,Facebook,TRUE,244.27
35,Man,15,A,Google Search,TRUE,67.4
18,Man,45,A,Google Search,TRUE,37.86
30,Woman,37,A,Google Search,TRUE,145.66
79,Non-Binary,3,A,TikTok,TRUE,264.74
39,Woman,49,A,Facebook,FALSE,110.09
54,Non-Binary,31,A,Instagram,TRUE,253.17
37,Man,42,B,Facebook,FALSE,114
49,Man,66,B,Facebook,FALSE,167.08
39,Man,56,C,Google Search,FALSE,210.97
60,Non-Binary,16,A,Instagram,FALSE,264.84
32,Man,57,C,Facebook,FALSE,23.9
18,Woman,64,B,Facebook,FALSE,97.44
53,Woman,35,A,TikTok,FALSE,144.27
36,Man,45,A,Google Search,TRUE,159.65
62,Woman,23,A,Google Search,TRUE,284
42,Non-Binary,43,B,Instagram,TRUE,312.85
62,Non-Binary,21,B,Instagram,TRUE,530.87
45,Non-Binary,48,C,Facebook,TRUE,246.67
35,Woman,35,A,TikTok,TRUE,54.4
51,Woman,49,A,TikTok,FALSE,211.31
33,Man,51,A,Instagram,TRUE,109.2
65,Woman,26,C,TikTok,TRUE,305.52
42,Man,42,C,TikTok,TRUE,90.47
18,Man,49,B,Google Search,TRUE,50.33
33,Man,50,A,Facebook,TRUE,42.03
18,Non-Binary,92,B,Instagram,FALSE,151.27
18,Man,26,B,Facebook,FALSE,85.31
41,Man,31,C,TikTok,TRUE,134.58
50,Woman,45,A,Google Search,TRUE,187.72
29,Man,28,A,Facebook,TRUE,51.65
20,Woman,55,A,TikTok,FALSE,91.45
31,Woman,51,A,Instagram,TRUE,161.98
18,Man,67,C,TikTok,TRUE,92.55
51,Woman,38,A,Facebook,FALSE,205.49
49,Man,4,A,Instagram,TRUE,128.29
18,Non-Binary,80,A,Google Search,TRUE,0
31,Woman,54,B,Facebook,FALSE,77.72
56,Man,22,B,TikTok,FALSE,193.13
37,Man,39,C,Facebook,FALSE,146.55
40,Man,37,A,Instagram,FALSE,155.97
46,Woman,52,B,TikTok,TRUE,222.99
49,Woman,11,C,TikTok,TRUE,182.86
58,Woman,27,A,Facebook,FALSE,177.84
52,Woman,3,B,Instagram,TRUE,517.57
19,Woman,63,B,Instagram,TRUE,49.51
35,Other,44,B,TikTok,FALSE,150.08
45,Woman,42,A,Google Search,TRUE,240.08
38,Man,43,B,Facebook,FALSE,136.64
18,Man,41,C,Facebook,FALSE,93.37
29,Woman,58,A,Facebook,TRUE,124.11
55,Woman,32,A,Instagram,TRUE,260.29
42,Woman,68,A,Instagram,FALSE,184.76
18,Man,47,B,Instagram,FALSE,110.08
43,Woman,30,A,Facebook,TRUE,99.78
38,Woman,25,B,Google Search,FALSE,282.28
50,Man,32,B,Google Search,TRUE,213.86
72,Woman,20,A,Google Search,TRUE,415.56
18,Woman,74,A,Facebook,FALSE,33.06
32,Woman,54,A,Google Search,TRUE,189.96
38,Man,10,C,Instagram,FALSE,159.06
18,Man,48,C,TikTok,TRUE,98.71
40,Man,58,A,Google Search,FALSE,227.39
31,Man,41,C,Instagram,FALSE,73.44
74,Man,14,A,TikTok,FALSE,159.34
18,Woman,81,A,TikTok,FALSE,164.42
62,Man,14,C,Facebook,FALSE,192.13
55,Woman,53,C,Facebook,TRUE,268.03
51,Non-Binary,45,A,Google Search,TRUE,277.1
42,Woman,36,A,Google Search,TRUE,276.4
29,Man,35,B,Facebook,FALSE,58.74
57,Non-Binary,38,A,Google Search,FALSE,264.32
27,Woman,52,A,Instagram,FALSE,85.08
50,Woman,33,C,Instagram,TRUE,355.18
46,Woman,35,B,Facebook,TRUE,211.31
56,Man,39,A,Google Search,TRUE,255.39
31,Man,36,A,Instagram,TRUE,81.06
31,Woman,51,A,Instagram,FALSE,90.69
45,Woman,19,A,TikTok,TRUE,106.82
45,Woman,35,B,Facebook,TRUE,208.91
61,Woman,31,B,Google Search,TRUE,399.11
47,Man,46,B,Google Search,FALSE,257.2
42,Man,46,C,Instagram,FALSE,178.83
53,Woman,50,A,TikTok,TRUE,211.94
32,Woman,40,C,TikTok,FALSE,117.69
56,Woman,29,B,Facebook,FALSE,259.41
25,Woman,95,B,Instagram,TRUE,199.45
45,Man,25,B,Instagram,FALSE,234.2
18,Man,44,B,TikTok,FALSE,33.56
44,Man,41,C,Facebook,TRUE,92.11
18,Man,59,C,Facebook,FALSE,0
37,Man,27,B,TikTok,TRUE,121.38
